PROVINCIENAAM,PLEEGGEMEENTE,PAALGEGEVENS,OMSCHRIJVING_FEITGROEP,INSTROOM,FLEX
Limburg,Sittard-Geleen,3539 Sittard-Geleen N294 Urmonderbaan kruising Burgemeester Lemmenstraat,Verkeerslicht,193
Limburg,Sittard-Geleen,3539 Sittard-Geleen N294 Urmonderbaan kruising Burgemeester Lemmenstraat,Snelheid,395
Limburg,Heerlen,3540 Heerlen N281 kruising Toerit A76 Maastricht,Snelheid,1813
Limburg,Heerlen,3540 Heerlen N281 kruising Toerit A76 Maastricht,Verkeerslicht,135
Limburg,Peel en Maas,3721 Peel en Maas N273 Napoleonsbaan Zuid thv hmp 64.5,Snelheid,1096
Limburg,Venlo,3722 Venlo N273 Napoleonsbaan Noord thv hmp 69.6,Snelheid,1781
Limburg,Leudal,3723 Leudal N273 Napoleonsweg thv hmp 50.0,Snelheid,2468
Limburg,Leudal,3724 Leudal N273 Napoleonsweg thv hmp 54.3,Snelheid,1445
Limburg,Nederweert,3725 Nederweert N275 Venloseweg thv hmp 27.3,Snelheid,594
Limburg,Sittard-Geleen,3726 Sittard-Geleen Frans Erenslaan thv perceel 19,Snelheid,2205
Limburg,Heerlen,3727 Heerlen Molenberglaan thv perceel 96,Snelheid,882
Limburg,Kerkrade,3728 Kerkrade Drievogelstraat thv perceel 83,Snelheid,715
Limburg,Maastricht,3730 Maastricht Meerssenerweg thv perceel 78,Snelheid,4335
Limburg,Nederweert,3731 Nederweert N275 Venloseweg thv hmp 25.2,Snelheid,3111
Limburg,Leudal,3735 Leudal N280 Rijksweg thv hmp 8.7,Snelheid,5546
Limburg,Heerlen,3738 Heerlen N281 Keulseweg thv hmp 25.2,Snelheid,2714
Limburg,Heerlen,3739 Heerlen N281 Provinciale weg thv hmp 27.2,Snelheid,1210
Limburg,Heerlen,3740 Heerlen N281 Provinciale weg thv hmp 23.6,Snelheid,1149
Limburg,Heerlen,3742 Heerlen N281 Provinciale weg thv hmp 28.7,Snelheid,4691
Limburg,Beekdaelen,3744 Beekdaelen N582 Kerkweg thv perceel 71,Snelheid,437
Limburg,Bergen (L),3751 Bergen (L) N271 Knikkerdorp thv hmp 94.4,Snelheid,3730
Limburg,Nederweert,3872 Nederweert N275 Venloseweg thv perceel 18,Snelheid,1974
Limburg,Beek,3873 Beek Stationsstraat thv perceel 71,Snelheid,3617
Limburg,Maastricht,3879 Maastricht Brusselseweg thv perceel 641,Snelheid,641
Limburg,Weert,3883 Weert N280 Roermondseweg thv hmp 1.7,Snelheid,806
Limburg,Weert,3910 Weert Ringbaan-Noord kruising Laarderweg richting Ring Noord,Snelheid,1810
Limburg,Weert,3910 Weert Ringbaan-Noord kruising Laarderweg richting Ring Noord,Verkeerslicht,151
Limburg,Weert,3911 Weert Ringbaan-Noord kruising Laarderweg richting Ring Oost,Verkeerslicht,64
Limburg,Weert,3911 Weert Ringbaan-Noord kruising Laarderweg richting Ring Oost,Snelheid,706
Limburg,Landgraaf,3974 Landgraaf Kleikoeleweg thv perceel 76,Snelheid,290
Limburg,Gennep,4001 Gennep N271 Rijksweg kruising Hoofdstraat,Verkeerslicht,89
Limburg,Gennep,4001 Gennep N271 Rijksweg kruising Hoofdstraat,Snelheid,129
Limburg,Weert,4002 Weert N292 Frans Strouxstraat thv perceel 69,Snelheid,2139
Limburg,Heerlen,4005 Heerlen Heerenweg thv perceel 8,Snelheid,2873
Limburg,Horst aan de Maas,4006 Horst aan de Maas Tienrayseweg thv perceel 18,Snelheid,242
Limburg,Horst aan de Maas,4007 Horst aan de Maas N554 Spoorstraat thv hmp 2.9,Snelheid,165
Noord-Brabant,Tilburg,3026 Tilburg Ringbaan West kruising Hart van Brabantlaan,Verkeerslicht,94
Noord-Brabant,Tilburg,3026 Tilburg Ringbaan West kruising Hart van Brabantlaan,Snelheid,1177
Noord-Brabant,Tilburg,3027 Tilburg Ringbaan West kruising Professor Cobbenhagen,Verkeerslicht,116
Noord-Brabant,Tilburg,3027 Tilburg Ringbaan West kruising Professor Cobbenhagen,Snelheid,1941
Noord-Brabant,Tilburg,3028 Tilburg Ringbaan West kruising Wandelboslaan,Verkeerslicht,233
Noord-Brabant,Tilburg,3028 Tilburg Ringbaan West kruising Wandelboslaan,Snelheid,1446
Noord-Brabant,Tilburg,3029 Tilburg Ringbaan West kruising Kwaadeindstraat,Verkeerslicht,164
Noord-Brabant,Tilburg,3029 Tilburg Ringbaan West kruising Kwaadeindstraat,Snelheid,1535
